Control_ID,Family_Name,Assessment_Status,Justification_Notes
SR-10(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-11,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-11(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-11(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-12,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-12(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-12(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-13,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-13(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-13(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-14,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-14(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-14(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-15,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-15(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-15(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-16,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-16(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-16(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-17,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-17(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-17(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-18,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-18(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-18(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-19,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-19(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-19(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-20,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-20(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-20(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-21,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-21(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-21(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-22,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-22(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-22(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-23,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-23(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-23(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-24,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-24(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-24(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-25,Supply Chain Risk Management,Partial,Complexity in GPU supply and model training data origins.
SR-25(1),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
SR-25(2),Supply Chain Risk Management Enhancement,Partial,Enhancement requirement: Complexity in GPU supply and model training data origins.
